´ë¿©¼Ò_ID,nearest_subway_dist_m,nearest_bus_dist_m
ST-130,540.95,92.61
ST-13,211.0,24.38
ST-1299,104.89,59.23
ST-1298,72.13,60.21
ST-1297,437.36,23.35
ST-1296,1106.45,60.85
ST-1295,711.69,100.91
ST-1293,1327.76,53.49
ST-1292,577.37,103.46
ST-1291,253.92,42.74
ST-1290,105.6,67.78
ST-129,72.01,119.56
ST-1289,612.49,166.7
ST-1288,555.76,4.35
ST-1287,677.63,40.38
ST-1286,142.54,36.2
ST-1285,137.83,47.65
ST-1284,711.65,182.7
ST-1283,587.47,172.56
ST-1282,1100.77,30.51
ST-1281,758.12,102.55
ST-1280,588.33,57.38
ST-128,119.61,88.59
ST-1279,129.95,64.84
ST-1278,572.81,276.38
ST-1277,328.92,27.84
ST-1276,386.36,21.77
ST-1275,640.42,99.67
ST-1274,613.65,67.3
ST-1273,177.88,70.55
ST-1271,921.96,50.5
ST-1270,275.62,103.2
ST-127,105.23,36.78
ST-1269,210.84,31.21
ST-1268,61.16,28.68
ST-1267,59.43,131.32
ST-1266,417.98,28.7
ST-1265,665.84,72.58
ST-1264,28.56,80.63
ST-1263,17.92,60.58
ST-1262,132.24,9.49
ST-1260,155.86,17.02
ST-126,294.98,54.06
ST-1259,286.65,26.31
ST-1254,450.69,172.77
ST-1253,519.57,75.81
ST-1252,1271.4,14.89
ST-1251,86.82,76.58
ST-1250,543.06,146.11
ST-125,195.16,23.93
ST-1249,50.56,87.42
ST-1248,2138.09,64.75
ST-1247,389.4,45.38
ST-1246,79.07,42.25
ST-1245,377.27,170.48
ST-1243,873.96,45.68
ST-1241,586.86,82.51
ST-124,333.69,105.12
ST-1239,48.34,19.18
ST-1238,63.82,45.23
ST-1237,76.9,92.43
ST-1236,242.95,51.21
ST-1235,293.06,27.83
ST-1233,278.65,81.91
ST-1231,1136.23,38.98
ST-1230,478.08,218.62
ST-123,562.31,13.32
ST-1229,1181.3,170.15
ST-1228,368.8,92.12
ST-1227,297.99,100.94
ST-1226,561.82,210.53
ST-1225,669.93,72.63
ST-1224,696.65,17.96
ST-1223,69.13,77.82
ST-1222,664.82,49.26
ST-1221,596.98,77.47
ST-1220,510.25,17.75
ST-122,102.82,72.04
ST-1219,486.24,44.67
ST-1218,478.92,9.11
ST-1217,315.24,135.9
ST-1216,252.07,241.54
ST-1215,368.94,70.04
ST-1213,905.14,80.36
ST-1212,251.7,13.52
ST-1211,516.61,69.6
ST-1210,749.89,13.53
ST-121,154.03,89.59
ST-1208,316.92,20.23
ST-1207,134.72,24.88
ST-1206,865.45,51.92
ST-1204,820.78,34.52
ST-1203,439.32,48.53
ST-1202,215.96,148.26
ST-1201,237.24,62.29
ST-1200,273.55,46.08
ST-120,74.51,17.63
ST-12,148.41,45.58
ST-1199,248.27,85.22
ST-1198,367.25,40.99
ST-1197,31.58,32.09
ST-1195,153.1,71.8
ST-1194,613.43,21.28
ST-1193,599.5,72.13
ST-1192,373.84,85.73
ST-1191,784.09,32.21
ST-1190,1230.51,8.18
ST-119,223.13,178.05
ST-1189,1327.12,15.12
ST-1188,351.44,38.41
ST-1186,37.1,40.75
ST-1185,106.75,49.5
ST-1184,39.87,29.3
ST-1182,53.07,37.16
ST-1181,18.58,147.19
ST-1180,312.75,62.28
ST-118,58.59,109.45
ST-1179,130.77,18.07
ST-1178,364.99,146.35
ST-1177,552.06,40.67
ST-1174,488.14,88.99
ST-1173,715.07,127.58
ST-1172,656.21,128.36
ST-1171,252.21,32.75
ST-1170,30.97,101.79
ST-117,183.68,6.22
ST-1169,432.03,225.47
ST-1168,431.15,66.94
ST-1167,1335.69,22.38
ST-1166,151.53,49.73
ST-1165,736.74,43.27
ST-1164,557.54,131.51
ST-1163,69.81,47.85
ST-1162,267.76,215.55
ST-1161,451.98,279.55
ST-1160,353.32,56.65
ST-116,340.92,56.71
ST-1158,152.17,69.0
ST-1157,317.74,45.28
ST-1156,444.54,25.08
ST-1154,378.12,29.84
ST-1153,581.34,80.37
ST-1152,26.73,40.7
ST-1151,169.42,121.55
ST-1150,100.22,24.77
ST-115,550.56,135.72
ST-1149,511.63,22.46
ST-1148,656.6,35.16
ST-1147,536.41,31.31
ST-1146,541.24,32.04
ST-1144,1164.11,10.29
ST-1143,1375.94,18.08
ST-1142,897.38,42.83
ST-1141,738.6,122.15
ST-1140,446.62,114.8
ST-114,469.66,60.84
ST-1137,25.75,95.77
ST-1136,351.89,148.72
ST-1135,642.01,15.52
ST-1133,383.19,88.41
ST-1132,328.92,45.78
ST-1131,319.33,200.18
ST-1130,588.07,64.21
ST-113,763.66,226.4
ST-1129,643.58,14.21
ST-1128,991.64,105.68
ST-1127,906.53,29.2
ST-1125,290.1,26.36
ST-1124,398.21,9.43
ST-1123,612.42,46.76
ST-1122,363.28,30.15
ST-1121,31.5,22.68
ST-1120,239.77,29.73
ST-112,574.65,79.39
ST-1119,610.6,44.82
ST-1118,439.7,90.22
ST-1114,775.46,47.48
ST-1111,42.15,71.35
ST-1110,602.26,90.11
ST-111,236.41,50.95
ST-1109,285.31,52.31
ST-1108,1457.25,57.23
ST-1107,1366.57,29.03
ST-1106,1260.63,75.89
ST-1105,75.74,13.82
ST-1104,539.06,37.64
ST-1103,400.92,29.77
ST-1102,699.63,67.81
ST-1101,74.07,28.82
ST-1100,420.66,93.51
ST-110,1337.97,93.19
ST-11,253.55,52.84
ST-1099,309.77,66.88
ST-1098,40.9,25.79
ST-1097,547.33,50.01
ST-1096,808.9,36.81
ST-1095,547.83,79.43
ST-1094,753.68,45.45
ST-1093,441.58,28.06
ST-1092,282.31,82.08
ST-109,258.63,105.68
ST-1089,217.48,40.75
ST-1088,447.83,9.95
ST-1087,163.04,39.42
ST-1086,628.29,119.31
ST-1085,547.46,64.95
ST-1084,200.7,20.35
ST-1083,45.09,83.94
ST-1082,978.96,10.79
ST-1081,245.79,104.27
ST-1080,36.11,153.11
ST-108,107.45,62.85
ST-1079,505.58,51.24
ST-1078,43.21,17.49
ST-1077,496.54,49.67
ST-1076,16.1,168.51
ST-1075,543.02,140.15
ST-1072,49.82,58.2
ST-1070,91.22,164.36
ST-107,277.64,26.52
ST-1069,1207.1,46.11
ST-1067,633.56,76.68
ST-1065,58.57,56.88
ST-1064,228.45,87.39
ST-1063,115.42,16.55
ST-1062,118.97,28.92
ST-1061,17.44,21.58
ST-106,622.77,70.8
ST-1059,1230.79,41.77
ST-1058,467.29,46.79
ST-1057,1193.01,368.45
ST-1056,524.44,232.39
ST-1055,1241.29,59.32
ST-1054,582.54,32.69
ST-1053,342.51,43.27
ST-1052,100.37,25.85
ST-1051,818.79,293.53
ST-1050,693.25,24.54
ST-105,156.58,100.29
ST-1049,71.45,217.67
ST-1048,546.94,138.76
ST-1047,392.24,20.3
ST-1046,265.46,44.63
ST-1045,366.55,60.21
ST-1044,720.35,23.47
ST-1043,951.71,167.92
ST-1042,1219.81,94.57
ST-1041,261.01,86.89
ST-1040,840.07,14.24
ST-104,414.71,129.42
ST-1039,893.73,17.67
ST-1038,531.26,141.86
ST-1037,40.18,39.65
ST-1036,179.79,19.17
ST-1035,64.57,29.11
ST-1034,148.1,150.94
ST-1033,392.83,14.08
ST-1032,13.11,58.16
ST-1031,1228.52,37.42
ST-103,522.92,90.29
ST-1029,648.5,169.73
ST-1028,1229.77,27.62
ST-1027,1279.34,113.65
ST-1025,632.96,86.2
ST-1024,541.9,93.95
ST-1023,900.04,19.23
ST-1021,106.66,6.92
ST-1020,552.36,74.94
ST-102,324.53,18.61
ST-1019,735.35,310.31
ST-1018,1119.96,20.28
ST-1017,983.16,23.87
ST-1016,1193.47,120.43
ST-1015,67.57,18.01
ST-1014,1534.93,49.79
ST-1013,98.8,128.3
ST-1012,1349.23,43.23
ST-1011,961.24,83.18
ST-1010,1267.78,5.63
ST-101,831.2,70.7
ST-1008,422.56,152.37
ST-1007,1381.57,34.82
ST-1006,1209.9,89.48
ST-1005,734.32,50.31
ST-1004,1978.24,51.83
ST-1003,1096.6,68.32
ST-1002,611.71,92.05
ST-1000,240.12,10.14
ST-100,510.95,227.68
ST-10,560.21,115.76
